Experiment,Region,Genotype,Condition,Intensity,Period,Amplitude,Phase,RAE
Dull633,24,rve468,cR,1,NA,NA,NA,NA
Dull633,25,rve468,cR,1,31.79,2473,14.6,0.53
Dull633,26,rve468,cR,1,24.1,1131,3,0.82
Dull633,214,rve468,cR,10,NA,NA,NA,NA
Dull633,215,rve468,cR,10,30.8,2000,15.1,0.22
Dull633,216,rve468,cR,10,30.21,2884,13.19,0.13
Dull633,217,rve468,cR,10,29.63,10140,10.64,0.17
Dull633,218,rve468,cR,10,31.93,5386,15.41,0.18
Dull633,219,rve468,cR,10,30.39,2094,12.64,0.17
Dull633,220,rve468,cR,10,31.95,4630,15.06,0.35
Dull633,221,rve468,cR,10,30.25,2889,12.11,0.15
Dull633,222,rve468,cR,10,31.54,10120,13.41,0.21
Dull633,223,rve468,cR,10,32.25,7818,13.72,0.25
Dull633,224,rve468,cR,10,31.18,2983,-15.58,0.17
Dull633,225,rve468,cR,10,29.86,2760,11.93,0.17
Dull633,226,rve468,cR,10,29.57,2945,10.26,0.24
Dull633,351,rve468,cR,200,29.16,16150,10.24,0.33
Dull633,352,rve468,cR,200,32.34,1883,-15.48,0.79
Dull633,353,rve468,cR,200,30.38,5727,14.92,0.43
Dull633,354,rve468,cR,200,30.06,7518,13.78,0.31
Dull633,355,rve468,cR,200,32.62,5822,-13.03,0.42
Dull633,356,rve468,cR,200,30.47,5324,-15.12,0.16
Dull633,357,rve468,cR,200,30.38,6852,14.74,0.27
Dull633,358,rve468,cR,200,23.76,2295,1.42,0.57
Dull633,359,rve468,cR,200,32.06,4004,-14.21,0.38
Dull633,360,rve468,cR,200,29.65,9544,13.1,0.37
Dull633,361,rve468,cR,200,30.75,8376,15.2,0.24
Dull633,362,rve468,cR,200,29.92,6750,12.26,0.13
Dull633,486,rve468,cR,100,29.19,6531,9.62,0.15
Dull633,487,rve468,cR,100,29.12,8353,9.34,0.2
Dull633,488,rve468,cR,100,29.25,12500,9.99,0.28
Dull633,489,rve468,cR,100,30.19,6970,12.93,0.22
Dull633,490,rve468,cR,100,29.01,7878,10.16,0.19
Dull633,491,rve468,cR,100,29.86,6328,12.25,0.22
Dull633,492,rve468,cR,100,30.84,3570,12.41,0.39
Dull633,493,rve468,cR,100,30.05,4060,11.2,0.36
Dull633,494,rve468,cR,100,NA,NA,NA,NA
Dull633,495,rve468,cR,100,29.94,4242,10.31,0.28
Dull633,496,rve468,cR,100,29.88,5350,11.4,0.17
Dull633,497,rve468,cR,100,30.41,3283,10.95,0.28
Dull633,498,rve468,cR,100,30.22,2076,13.77,0.23
Dull634,89,rve468,cR+cB,1,27.02,3436,3.22,0.67
Dull634,90,rve468,cR+cB,1,30.58,2301,12.12,0.35
Dull634,91,rve468,cR+cB,1,31.59,16110,-15.02,0.23
Dull634,92,rve468,cR+cB,1,32.47,23300,-15.08,0.12
Dull634,93,rve468,cR+cB,1,29.97,3255,12.65,0.3
Dull634,94,rve468,cR+cB,1,32.47,21560,-15.13,0.12
Dull634,95,rve468,cR+cB,1,30.25,28890,13.45,0.21
Dull634,96,rve468,cR+cB,1,32.16,22630,-14.4,0.13
Dull634,97,rve468,cR+cB,1,30.95,6766,13.99,0.2
Dull634,98,rve468,cR+cB,1,29.43,8904,11.52,0.23
Dull634,99,rve468,cR+cB,1,29.77,4293,11.62,0.31
Dull634,100,rve468,cR+cB,1,31.84,22700,-14.6,0.18
Dull634,101,rve468,cR+cB,1,30.46,4451,12.46,0.35
Dull634,228,rve468,cR+cB,10,31.92,1408,-13.8,0.16
Dull634,229,rve468,cR+cB,10,29.02,17080,10.11,0.23
Dull634,230,rve468,cR+cB,10,30.87,7744,-14.65,0.21
Dull634,231,rve468,cR+cB,10,28.58,5427,10.99,0.13
Dull634,232,rve468,cR+cB,10,32.94,6893,-10.59,0.32
Dull634,233,rve468,cR+cB,10,29.92,8537,13.63,0.2
Dull634,234,rve468,cR+cB,10,33.82,13050,-11.57,0.15
Dull634,235,rve468,cR+cB,10,29.15,8561,12.37,0.24
Dull634,236,rve468,cR+cB,10,28.96,4878,11.87,0.15
Dull634,237,rve468,cR+cB,10,33.35,16490,-11.22,0.24
Dull634,238,rve468,cR+cB,10,28.6,7938,10.82,0.19
Dull634,239,rve468,cR+cB,10,28.93,5462,10.72,0.15
Dull634,240,rve468,cR+cB,10,29.26,2702,12.09,0.2
Dull634,305,rve468,cR+cB,100,32.03,14410,14.53,0.16
Dull634,306,rve468,cR+cB,100,28.79,13200,8.81,0.42
Dull634,307,rve468,cR+cB,100,29.75,14840,11.72,0.19
Dull634,308,rve468,cR+cB,100,32.58,11950,-15.12,0.12
Dull634,309,rve468,cR+cB,100,31.91,17020,-15.7,0.15
Dull634,310,rve468,cR+cB,100,29.11,17540,10.23,0.32
Dull634,311,rve468,cR+cB,100,32.31,12250,-14.14,0.31
Dull634,312,rve468,cR+cB,100,32.53,15640,-16.11,0.16
Dull634,313,rve468,cR+cB,100,29.8,12600,11.43,0.21
Dull634,314,rve468,cR+cB,100,30.7,18730,12.43,0.23
Dull634,315,rve468,cR+cB,100,30.56,15740,13.05,0.19
Dull634,316,rve468,cR+cB,100,31.36,8985,13.39,0.17
Dull634,317,rve468,cR+cB,100,29.11,9434,10.05,0.21
Dull634,420,cca1 lhy-100 rve468,cR+cB,200,27.23,804,13.57,0.89
